Order_ID,Product_ID,Product_Category,Product_Price,User_ID,User_Location,User_Age,User_Gender,Payment_Method,Shipping_Method,Discount_Applied,Returned_Flag,Return_Prob
ORD00000030,PROD00000030,Toys,413.34,USER00000030,City55,49,Male,Credit Card,Standard,38.29,0,0.5134867186197616
ORD00000031,PROD00000031,Electronics,481.73,USER00000031,City79,28,Female,Credit Card,Next-Day,20.03,0,0.5202340844938856
ORD00000032,PROD00000032,Toys,308.89,USER00000032,City47,68,Female,Debit Card,Express,35.45,0,0.5062784046205794
ORD00000033,PROD00000033,Home,335.28,USER00000033,City20,18,Male,Debit Card,Next-Day,25.37,1,0.5181027613939984
ORD00000035,PROD00000035,Clothing,331.26,USER00000035,City95,46,Female,PayPal,Standard,41.02,0,0.5211947877980391
ORD00000036,PROD00000036,Electronics,115.82,USER00000036,City43,54,Female,Credit Card,Express,23.76,1,0.5194522456131664
ORD00000037,PROD00000037,Clothing,246.15,USER00000037,City62,31,Female,Gift Card,Standard,23.63,1,0.5342020818544171
ORD00000038,PROD00000038,Toys,43.82,USER00000038,City11,28,Female,Credit Card,Next-Day,14.6,0,0.5114757974232158
ORD00000042,PROD00000042,Books,240.65,USER00000042,City61,33,Female,Gift Card,Standard,12.93,0,0.5019156896802659
ORD00000043,PROD00000043,Clothing,105.7,USER00000043,City41,44,Male,Credit Card,Next-Day,42.07,1,0.5648384973825239
ORD00000048,PROD00000048,Electronics,344.31,USER00000048,City68,36,Male,Credit Card,Express,10.99,1,0.5026344812098781
ORD00000049,PROD00000049,Clothing,297.62,USER00000049,City53,52,Male,Credit Card,Express,16.9,0,0.5199573728570986
ORD00000050,PROD00000050,Books,23.6,USER00000050,City12,37,Female,Credit Card,Next-Day,6.53,1,0.503121651038211
ORD00000051,PROD00000051,Toys,495.34,USER00000051,City50,46,Female,Debit Card,Express,43.34,0,0.5215346624130509
ORD00000052,PROD00000052,Toys,49.47,USER00000052,City46,53,Female,Credit Card,Express,38.09,0,0.5239028844507164
ORD00000054,PROD00000054,Home,283.79,USER00000054,City76,42,Male,Debit Card,Next-Day,30.81,0,0.507706644707549
ORD00000056,PROD00000056,Electronics,353.51,USER00000056,City24,39,Female,Debit Card,Standard,17.72,0,0.5090528698825693
ORD00000059,PROD00000059,Electronics,16.37,USER00000059,City65,32,Male,Credit Card,Next-Day,16.08,0,0.5217136440988008
ORD00000061,PROD00000061,Home,344.6,USER00000061,City80,28,Female,PayPal,Next-Day,40.95,0,0.5045346329791794
ORD00000062,PROD00000062,Clothing,195.24,USER00000062,City3,53,Female,Gift Card,Express,16.1,0,0.5224602482159151
ORD00000063,PROD00000063,Clothing,428.0,USER00000063,City81,50,Female,Debit Card,Standard,12.39,0,0.5039027672779407
ORD00000066,PROD00000066,Books,142.71,USER00000066,City75,60,Female,Debit Card,Next-Day,19.05,0,0.5032075147223846
ORD00000069,PROD00000069,Clothing,266.88,USER00000069,City3,65,Female,Debit Card,Next-Day,21.32,0,0.518019631864161
ORD00000070,PROD00000070,Toys,87.17,USER00000070,City50,46,Female,Gift Card,Express,32.02,1,0.5206851224571023
ORD00000071,PROD00000071,Toys,312.45,USER00000071,City100,30,Female,PayPal,Next-Day,33.19,0,0.5010963575280091
ORD00000072,PROD00000072,Toys,481.58,USER00000072,City97,39,Male,Debit Card,Next-Day,22.71,0,0.5008881313798003
ORD00000073,PROD00000073,Clothing,283.14,USER00000073,City43,62,Male,Credit Card,Standard,17.53,0,0.5158738246285052
ORD00000074,PROD00000074,Toys,84.9,USER00000074,City43,67,Female,Gift Card,Next-Day,46.26,0,0.5309477048110587
ORD00000075,PROD00000075,Electronics,332.39,USER00000075,City53,36,Male,Debit Card,Next-Day,24.31,1,0.5253586119594043
ORD00000077,PROD00000077,Books,185.34,USER00000077,City34,31,Female,PayPal,Standard,36.01,1,0.5098354706996651
ORD00000078,PROD00000078,Toys,64.29,USER00000078,City57,39,Male,Debit Card,Express,47.4,1,0.5434395825311338
ORD00000079,PROD00000079,Electronics,231.65,USER00000079,City14,58,Male,Debit Card,Standard,45.83,0,0.5395030302524616
ORD00000080,PROD00000080,Electronics,44.48,USER00000080,City8,50,Male,Debit Card,Express,27.66,0,0.5201033317990764
ORD00000081,PROD00000081,Clothing,429.47,USER00000081,City10,39,Male,Gift Card,Standard,44.36,1,0.5573321987770271
ORD00000082,PROD00000082,Electronics,496.22,USER00000082,City36,67,Male,Gift Card,Next-Day,32.87,1,0.5085075314000524
ORD00000083,PROD00000083,Electronics,52.19,USER00000083,City100,21,Female,Debit Card,Standard,35.14,1,0.547309182004716
ORD00000084,PROD00000084,Books,427.29,USER00000084,City28,51,Male,PayPal,Standard,46.46,0,0.5035355575001098
ORD00000085,PROD00000085,Home,283.68,USER00000085,City95,49,Male,Credit Card,Next-Day,38.31,0,0.5151731959856721
ORD00000086,PROD00000086,Home,255.78,USER00000086,City52,63,Female,Credit Card,Next-Day,34.49,0,0.5012064918858389
ORD00000088,PROD00000088,Electronics,78.94,USER00000088,City1,23,Female,Credit Card,Express,49.94,1,0.5675966784514225
ORD00000094,PROD00000094,Clothing,296.56,USER00000094,City97,39,Female,Gift Card,Standard,32.02,0,0.538367381286489
ORD00000097,PROD00000097,Toys,104.39,USER00000097,City46,58,Female,Credit Card,Standard,28.68,1,0.505130280199119
ORD00000098,PROD00000098,Clothing,434.25,USER00000098,City83,18,Female,Gift Card,Express,7.11,0,0.5240191010990973
ORD00000099,PROD00000099,Books,46.61,USER00000099,City12,42,Male,Credit Card,Next-Day,8.9,1,0.5012894267886756
ORD00000100,PROD00000100,Clothing,284.49,USER00000100,City59,48,Female,Credit Card,Next-Day,39.82,0,0.5562611018771159
ORD00000101,PROD00000101,Books,169.93,USER00000101,City40,40,Male,Credit Card,Next-Day,27.73,1,0.531484134253948
ORD00000102,PROD00000102,Books,146.37,USER00000102,City66,23,Female,Debit Card,Express,42.55,0,0.5586504335923829
ORD00000103,PROD00000103,Electronics,444.43,USER00000103,City27,48,Female,Debit Card,Next-Day,28.53,0,0.5181834117424782
ORD00000107,PROD00000107,Toys,168.68,USER00000107,City22,48,Male,PayPal,Standard,44.53,0,0.5006593627052237
ORD00000109,PROD00000109,Clothing,51.56,USER00000109,City95,37,Male,Credit Card,Express,44.74,0,0.5741510441758002
ORD00000110,PROD00000110,Toys,79.31,USER00000110,City36,37,Female,Gift Card,Next-Day,29.18,0,0.5188604662359941
ORD00000112,PROD00000112,Clothing,259.57,USER00000112,City90,55,Female,Credit Card,Next-Day,40.28,1,0.5491014079674644
ORD00000113,PROD00000113,Clothing,137.72,USER00000113,City8,45,Male,Debit Card,Standard,1.13,0,0.5060382054913168
ORD00000115,PROD00000115,Toys,197.66,USER00000115,City9,59,Female,Credit Card,Next-Day,42.31,1,0.5272191414658107
ORD00000117,PROD00000117,Electronics,265.23,USER00000117,City89,57,Male,Credit Card,Next-Day,49.85,1,0.5456688283268667
ORD00000118,PROD00000118,Books,91.84,USER00000118,City7,56,Female,Credit Card,Next-Day,31.58,1,0.5237913815444931
ORD00000119,PROD00000119,Clothing,468.62,USER00000119,City27,31,Male,Gift Card,Next-Day,46.77,0,0.5613688678082203
ORD00000120,PROD00000120,Books,245.44,USER00000120,City34,29,Female,PayPal,Standard,25.44,1,0.5015988548639341
ORD00000121,PROD00000121,Toys,116.2,USER00000121,City69,37,Male,Gift Card,Next-Day,48.36,0,0.543785025384247
ORD00000123,PROD00000123,Electronics,490.8,USER00000123,City23,37,Female,Credit Card,Express,43.37,1,0.5358007470712375
ORD00000128,PROD00000128,Clothing,170.05,USER00000128,City56,23,Male,Debit Card,Express,35.55,0,0.5626482487958854
ORD00000129,PROD00000129,Toys,314.35,USER00000129,City3,22,Male,Credit Card,Standard,15.81,0,0.5044626497675109
ORD00000131,PROD00000131,Books,219.29,USER00000131,City6,56,Male,Credit Card,Express,32.59,1,0.5170669772209785
ORD00000135,PROD00000135,Electronics,291.09,USER00000135,City14,19,Female,Debit Card,Express,8.37,1,0.5128980903717826
ORD00000137,PROD00000137,Electronics,285.21,USER00000137,City44,32,Male,Debit Card,Next-Day,40.21,1,0.5481078132210866
ORD00000138,PROD00000138,Clothing,238.63,USER00000138,City27,46,Female,Credit Card,Express,20.89,0,0.5276781265357261
ORD00000139,PROD00000139,Books,16.55,USER00000139,City32,21,Female,Credit Card,Express,22.61,1,0.5384336436487682
ORD00000140,PROD00000140,Home,161.94,USER00000140,City61,68,Female,Gift Card,Standard,35.96,1,0.5033935073219493
ORD00000141,PROD00000141,Clothing,173.42,USER00000141,City34,33,Female,Gift Card,Express,26.04,1,0.5400323407326912
ORD00000144,PROD00000144,Toys,288.71,USER00000144,City57,60,Male,Credit Card,Express,42.11,1,0.5174183780079986
ORD00000145,PROD00000145,Clothing,66.65,USER00000145,City90,58,Female,PayPal,Express,38.8,0,0.5215982908936884
ORD00000146,PROD00000146,Clothing,328.09,USER00000146,City29,59,Female,Gift Card,Next-Day,8.73,0,0.5024426147218959
ORD00000148,PROD00000148,Toys,404.5,USER00000148,City77,31,Female,Gift Card,Express,44.89,0,0.5290372190954872
ORD00000149,PROD00000149,Toys,438.43,USER00000149,City12,32,Male,Credit Card,Express,26.75,0,0.5116224948183826
ORD00000151,PROD00000151,Toys,140.06,USER00000151,City40,42,Male,Gift Card,Next-Day,33.08,0,0.5176838221419632
ORD00000152,PROD00000152,Home,255.92,USER00000152,City81,18,Female,Debit Card,Standard,33.02,0,0.5215780956682363
ORD00000153,PROD00000153,Clothing,444.83,USER00000153,City2,20,Female,PayPal,Express,26.84,1,0.5139885148170951
ORD00000154,PROD00000154,Electronics,27.23,USER00000154,City56,42,Male,Credit Card,Express,49.27,0,0.5580164860545463
ORD00000155,PROD00000155,Books,332.49,USER00000155,City43,66,Female,Credit Card,Express,34.21,1,0.5142101364429549
ORD00000156,PROD00000156,Home,469.69,USER00000156,City26,28,Female,Gift Card,Express,22.43,0,0.5010151814237411
ORD00000157,PROD00000157,Books,31.93,USER00000157,City94,40,Male,Debit Card,Standard,5.75,0,0.5039497862835981
ORD00000158,PROD00000158,Books,24.41,USER00000158,City4,69,Male,Credit Card,Next-Day,22.26,0,0.5114010371873732
ORD00000159,PROD00000159,Clothing,217.79,USER00000159,City62,40,Male,PayPal,Express,34.27,1,0.5248735613226025
ORD00000160,PROD00000160,Clothing,434.66,USER00000160,City81,19,Female,Debit Card,Standard,49.39,1,0.5732595466220639
ORD00000162,PROD00000162,Toys,231.11,USER00000162,City6,40,Female,Credit Card,Next-Day,21.38,1,0.5126670662797882
ORD00000165,PROD00000165,Books,396.48,USER00000165,City36,69,Male,Debit Card,Express,39.19,1,0.5179204119456555
ORD00000166,PROD00000166,Books,300.03,USER00000166,City90,42,Male,Credit Card,Next-Day,46.37,0,0.5412608355850731
ORD00000167,PROD00000167,Books,324.85,USER00000167,City66,51,Female,Debit Card,Express,20.53,1,0.5082772941193089
ORD00000168,PROD00000168,Toys,443.71,USER00000168,City96,19,Female,Credit Card,Express,46.28,0,0.5438905959603227
ORD00000170,PROD00000170,Clothing,118.2,USER00000170,City93,32,Male,Gift Card,Standard,43.34,1,0.5713008872075367
ORD00000171,PROD00000171,Home,138.23,USER00000171,City95,28,Female,PayPal,Express,42.31,1,0.5068561963070096
ORD00000172,PROD00000172,Toys,47.05,USER00000172,City29,43,Female,Gift Card,Express,45.62,1,0.5395941926183818
ORD00000173,PROD00000173,Toys,9.03,USER00000173,City35,39,Male,Credit Card,Standard,37.1,1,0.536970828705759
ORD00000175,PROD00000175,Clothing,381.39,USER00000175,City75,24,Female,Debit Card,Next-Day,45.86,1,0.569169893477359
ORD00000179,PROD00000179,Electronics,80.81,USER00000179,City23,61,Male,Gift Card,Standard,30.75,1,0.5205110645340882
ORD00000182,PROD00000182,Clothing,69.89,USER00000182,City27,41,Male,Credit Card,Express,32.4,1,0.5551278901382192
ORD00000183,PROD00000183,Toys,340.06,USER00000183,City92,56,Female,Credit Card,Next-Day,27.27,1,0.5021161056809612
ORD00000185,PROD00000185,Books,488.64,USER00000185,City100,25,Male,Gift Card,Standard,17.8,0,0.5077921897598496
ORD00000186,PROD00000186,Clothing,360.81,USER00000186,City10,61,Male,PayPal,Next-Day,49.0,1,0.5262424196159723
ORD00000188,PROD00000188,Clothing,356.89,USER00000188,City33,36,Female,Debit Card,Standard,32.57,1,0.5437552601022385
ORD00000189,PROD00000189,Clothing,406.41,USER00000189,City66,36,Male,Debit Card,Express,49.99,0,0.5627953513979076
ORD00000190,PROD00000190,Books,55.35,USER00000190,City45,62,Female,Debit Card,Express,30.11,0,0.5192532579649332
ORD00000191,PROD00000191,Toys,323.29,USER00000191,City61,55,Male,Gift Card,Express,40.46,1,0.5101519083330228
ORD00000192,PROD00000192,Clothing,178.98,USER00000192,City43,27,Male,Credit Card,Next-Day,21.41,0,0.5481533030992877
ORD00000193,PROD00000193,Home,482.75,USER00000193,City40,32,Female,Credit Card,Standard,42.34,0,0.5210934515411241
ORD00000194,PROD00000194,Clothing,136.22,USER00000194,City4,20,Female,Credit Card,Express,25.96,1,0.5541005287318279
ORD00000196,PROD00000196,Electronics,6.5,USER00000196,City74,51,Male,Credit Card,Express,23.83,1,0.5243480955452782
ORD00000197,PROD00000197,Electronics,124.46,USER00000197,City69,63,Male,Debit Card,Standard,49.97,0,0.5434407102116482
ORD00000198,PROD00000198,Home,13.04,USER00000198,City32,44,Female,Credit Card,Next-Day,32.34,0,0.5254951085188407
ORD00000200,PROD00000200,Clothing,82.57,USER00000200,City75,62,Female,Credit Card,Next-Day,44.8,0,0.5633361762034649
ORD00000201,PROD00000201,Electronics,47.64,USER00000201,City93,19,Male,Gift Card,Next-Day,33.04,0,0.5460410553335224
ORD00000203,PROD00000203,Clothing,325.87,USER00000203,City26,60,Male,Credit Card,Express,27.15,0,0.5273621553810789
ORD00000204,PROD00000204,Clothing,362.81,USER00000204,City12,37,Male,Gift Card,Express,21.11,1,0.5320334436698081
ORD00000206,PROD00000206,Toys,419.62,USER00000206,City93,19,Male,PayPal,Standard,40.75,0,0.5026935955411209
ORD00000207,PROD00000207,Home,279.06,USER00000207,City43,54,Male,Debit Card,Express,42.67,0,0.5199281118840792
ORD00000209,PROD00000209,Electronics,358.69,USER00000209,City37,68,Female,Gift Card,Standard,49.22,1,0.5313474298451168
ORD00000210,PROD00000210,Clothing,321.88,USER00000210,City70,60,Female,Credit Card,Express,13.48,0,0.5040571203281666
ORD00000211,PROD00000211,Books,198.21,USER00000211,City59,67,Female,Debit Card,Next-Day,47.3,1,0.5338376359899031
ORD00000218,PROD00000218,Clothing,221.05,USER00000218,City21,29,Female,PayPal,Express,18.29,0,0.5073374294394882
ORD00000219,PROD00000219,Clothing,393.44,USER00000219,City7,52,Male,Gift Card,Standard,33.6,1,0.5322232708088326
ORD00000220,PROD00000220,Clothing,128.35,USER00000220,City64,37,Male,Gift Card,Standard,15.47,1,0.5273573592199278
ORD00000222,PROD00000222,Home,179.56,USER00000222,City48,28,Female,Credit Card,Express,45.92,0,0.5382715848034885
ORD00000223,PROD00000223,Clothing,409.65,USER00000223,City23,64,Male,Credit Card,Express,43.1,1,0.5383745940868336
ORD00000226,PROD00000226,Books,143.01,USER00000226,City7,50,Male,PayPal,Standard,46.55,0,0.5166407526794303
ORD00000227,PROD00000227,Books,277.15,USER00000227,City93,67,Male,Credit Card,Next-Day,46.01,1,0.526020475933139
ORD00000228,PROD00000228,Books,261.91,USER00000228,City70,65,Male,Credit Card,Standard,48.16,0,0.5311209668624276
ORD00000238,PROD00000238,Toys,378.25,USER00000238,City73,27,Male,Debit Card,Standard,23.41,1,0.5135214207862318
ORD00000239,PROD00000239,Clothing,150.56,USER00000239,City82,50,Male,Gift Card,Standard,4.04,0,0.5078048567874807
ORD00000241,PROD00000241,Clothing,151.4,USER00000241,City14,24,Male,Debit Card,Express,39.16,1,0.5652069880868432
ORD00000243,PROD00000243,Clothing,246.71,USER00000243,City47,18,Male,Gift Card,Standard,1.18,1,0.516292404678847
ORD00000244,PROD00000244,Toys,150.75,USER00000244,City29,24,Female,Debit Card,Express,25.88,1,0.5225862959318821
ORD00000245,PROD00000245,Electronics,478.53,USER00000245,City82,64,Female,Credit Card,Standard,32.12,0,0.5011104888230303
ORD00000246,PROD00000246,Clothing,72.07,USER00000246,City13,67,Female,Debit Card,Next-Day,39.03,0,0.5490069380109833
ORD00000247,PROD00000247,Toys,331.08,USER00000247,City58,65,Male,Gift Card,Next-Day,33.08,1,0.5007899397625125
ORD00000248,PROD00000248,Books,27.39,USER00000248,City99,56,Female,Debit Card,Express,42.79,1,0.5405663469608651
ORD00000250,PROD00000250,Toys,299.98,USER00000250,City8,43,Female,Credit Card,Next-Day,35.3,1,0.5243853780984193
ORD00000251,PROD00000251,Electronics,14.88,USER00000251,City80,41,Male,Credit Card,Standard,18.97,0,0.5204210635349042
ORD00000252,PROD00000252,Home,80.88,USER00000252,City46,35,Female,PayPal,Next-Day,46.78,1,0.5150704310620551
ORD00000253,PROD00000253,Home,450.4,USER00000253,City25,42,Female,Gift Card,Express,30.89,1,0.5040347239763537
ORD00000254,PROD00000254,Toys,382.22,USER00000254,City1,51,Male,Debit Card,Express,26.81,1,0.5041565825082472
ORD00000256,PROD00000256,Clothing,80.4,USER00000256,City79,50,Female,Gift Card,Express,9.56,0,0.5177089144565505
ORD00000257,PROD00000257,Toys,46.83,USER00000257,City65,27,Male,Debit Card,Standard,17.12,0,0.5171478242082531
ORD00000258,PROD00000258,Books,121.7,USER00000258,City56,25,Male,Credit Card,Express,30.07,0,0.5366177213099912
ORD00000261,PROD00000261,Clothing,409.57,USER00000261,City97,36,Male,Debit Card,Standard,29.37,1,0.5367308606343927
ORD00000262,PROD00000262,Clothing,48.49,USER00000262,City77,27,Male,Credit Card,Standard,48.7,1,0.5798803417780279
ORD00000264,PROD00000264,Books,223.1,USER00000264,City78,25,Female,Gift Card,Express,48.21,0,0.561397032867879
ORD00000267,PROD00000267,Books,104.54,USER00000267,City23,33,Female,Gift Card,Next-Day,10.73,1,0.5055870417075533
ORD00000268,PROD00000268,Electronics,359.03,USER00000268,City49,46,Male,PayPal,Express,44.86,0,0.5076817189775008
ORD00000269,PROD00000269,Clothing,385.95,USER00000269,City8,58,Male,Debit Card,Standard,12.61,1,0.5062318784211199
ORD00000270,PROD00000270,Clothing,354.81,USER00000270,City24,64,Male,Gift Card,Next-Day,29.05,1,0.5240041512263102
ORD00000271,PROD00000271,Clothing,282.89,USER00000271,City85,21,Female,Debit Card,Standard,47.82,1,0.5732128048198726
ORD00000276,PROD00000276,Home,394.61,USER00000276,City95,18,Female,Gift Card,Express,22.17,0,0.507452325369983
ORD00000278,PROD00000278,Books,161.86,USER00000278,City12,39,Male,Credit Card,Next-Day,26.28,1,0.526163161458668
ORD00000279,PROD00000279,Home,418.05,USER00000279,City9,33,Female,Gift Card,Standard,48.85,1,0.5329950497751157
ORD00000281,PROD00000281,Clothing,12.83,USER00000281,City69,40,Female,Credit Card,Express,15.24,1,0.5364354377877779
ORD00000284,PROD00000284,Clothing,389.91,USER00000284,City24,44,Male,PayPal,Express,35.5,1,0.5134763795456008
ORD00000285,PROD00000285,Clothing,119.65,USER00000285,City62,40,Male,Gift Card,Next-Day,19.25,1,0.5345749054436257
ORD00000286,PROD00000286,Electronics,362.72,USER00000286,City37,49,Female,Credit Card,Express,16.94,0,0.5004448409600041
ORD00000287,PROD00000287,Toys,257.04,USER00000287,City76,69,Male,Credit Card,Express,42.48,0,0.517753819229657
ORD00000290,PROD00000290,Home,431.36,USER00000290,City12,29,Female,Debit Card,Express,40.2,0,0.5278535876995929
ORD00000291,PROD00000291,Clothing,181.12,USER00000291,City74,59,Male,Credit Card,Standard,31.29,1,0.539382777676951
ORD00000300,PROD00000300,Clothing,296.53,USER00000300,City22,24,Female,Debit Card,Express,21.71,0,0.5383972402632181
ORD00000302,PROD00000302,Clothing,139.65,USER00000302,City68,55,Female,Credit Card,Next-Day,39.08,1,0.5539502840649391
ORD00000304,PROD00000304,Clothing,456.02,USER00000304,City35,59,Female,Gift Card,Express,28.93,1,0.5218319546476884
ORD00000306,PROD00000306,Electronics,101.63,USER00000306,City77,55,Male,Credit Card,Express,30.92,0,0.5212104709090237
ORD00000307,PROD00000307,Books,423.45,USER00000307,City75,29,Female,PayPal,Standard,37.12,1,0.504009766426211
ORD00000308,PROD00000308,Clothing,271.7,USER00000308,City25,39,Female,Credit Card,Standard,46.8,0,0.567483117628313
ORD00000309,PROD00000309,Toys,264.28,USER00000309,City37,57,Male,PayPal,Express,47.62,0,0.501347733431862
ORD00000310,PROD00000310,Clothing,365.89,USER00000310,City43,27,Male,Credit Card,Standard,26.27,1,0.5461676677969939
ORD00000312,PROD00000312,Home,67.17,USER00000312,City30,39,Male,Debit Card,Next-Day,30.12,0,0.5186140779604584
ORD00000313,PROD00000313,Clothing,341.18,USER00000313,City49,45,Female,Debit Card,Express,6.37,1,0.5101245608178475
ORD00000314,PROD00000314,Electronics,192.67,USER00000314,City4,53,Female,Gift Card,Next-Day,37.32,1,0.5284209689388166
ORD00000315,PROD00000315,Clothing,191.95,USER00000315,City77,41,Female,Gift Card,Standard,42.02,1,0.5559976637648456
ORD00000317,PROD00000317,Clothing,68.22,USER00000317,City30,28,Male,Credit Card,Standard,21.09,0,0.545074060171523
ORD00000318,PROD00000318,Electronics,160.79,USER00000318,City99,46,Female,Gift Card,Express,47.81,1,0.5472660082572185
ORD00000322,PROD00000322,Clothing,24.7,USER00000322,City11,65,Female,Credit Card,Next-Day,14.93,0,0.5203291681097141
ORD00000325,PROD00000325,Home,88.69,USER00000325,City47,27,Male,Debit Card,Next-Day,47.58,0,0.5438049789173682
ORD00000329,PROD00000329,Home,233.12,USER00000329,City21,28,Female,Credit Card,Next-Day,14.78,0,0.5024397273266288
ORD00000330,PROD00000330,Electronics,383.5,USER00000330,City7,52,Female,Gift Card,Standard,31.18,0,0.5146771651037717
ORD00000335,PROD00000335,Clothing,45.39,USER00000335,City99,45,Male,Gift Card,Express,7.2,1,0.5201882902442553
ORD00000337,PROD00000337,Toys,431.22,USER00000337,City18,47,Male,Credit Card,Express,38.95,0,0.514134442629506
ORD00000338,PROD00000338,Toys,118.16,USER00000338,City53,40,Female,PayPal,Next-Day,44.98,0,0.5129073875155339
ORD00000339,PROD00000339,Electronics,58.79,USER00000339,City39,59,Male,Gift Card,Express,44.29,0,0.541575954228018
ORD00000341,PROD00000341,Books,392.99,USER00000341,City32,23,Male,PayPal,Next-Day,35.48,1,0.5074018977818524
ORD00000344,PROD00000344,Electronics,463.78,USER00000344,City80,22,Female,Debit Card,Next-Day,24.07,0,0.5279037275151932
ORD00000346,PROD00000346,Toys,198.8,USER00000346,City40,46,Male,Debit Card,Next-Day,44.12,1,0.5368336777288009
ORD00000347,PROD00000347,Books,56.53,USER00000347,City96,22,Male,Gift Card,Next-Day,23.67,0,0.5388139472315426
ORD00000348,PROD00000348,Clothing,188.68,USER00000348,City23,18,Female,Credit Card,Next-Day,22.89,0,0.5562787246735157
ORD00000351,PROD00000351,Books,311.11,USER00000351,City67,42,Female,Credit Card,Next-Day,29.12,0,0.5279906097319909
ORD00000352,PROD00000352,Electronics,214.95,USER00000352,City1,58,Female,Credit Card,Next-Day,26.01,0,0.5166795019403395
ORD00000353,PROD00000353,Home,448.77,USER00000353,City79,68,Female,Credit Card,Express,43.67,1,0.5006906398400871
ORD00000354,PROD00000354,Toys,209.24,USER00000354,City6,49,Male,Gift Card,Express,36.6,0,0.521627941868138
ORD00000355,PROD00000355,Books,31.0,USER00000355,City99,37,Female,Credit Card,Express,22.35,0,0.5232596859848004
ORD00000357,PROD00000357,Electronics,219.57,USER00000357,City24,54,Female,Debit Card,Next-Day,40.21,0,0.5399058870102421
ORD00000358,PROD00000358,Books,253.18,USER00000358,City34,31,Female,Debit Card,Standard,45.08,1,0.5475570699070027
ORD00000361,PROD00000361,Home,89.5,USER00000361,City70,37,Male,Gift Card,Next-Day,41.9,1,0.531673957041014
ORD00000362,PROD00000362,Toys,61.87,USER00000362,City89,37,Female,Debit Card,Standard,24.79,0,0.5148640947053509
ORD00000364,PROD00000364,Clothing,244.73,USER00000364,City33,69,Male,Credit Card,Standard,36.62,1,0.5291741466402886
ORD00000365,PROD00000365,Electronics,39.41,USER00000365,City64,19,Female,Gift Card,Standard,12.1,1,0.5161240451139754
ORD00000367,PROD00000367,Toys,471.71,USER00000367,City63,54,Male,Debit Card,Next-Day,41.68,1,0.5210697634760972
ORD00000368,PROD00000368,Home,142.42,USER00000368,City41,30,Female,Credit Card,Standard,37.16,0,0.5255653938733054
ORD00000370,PROD00000370,Electronics,153.92,USER00000370,City36,27,Female,Credit Card,Standard,34.06,0,0.538390976357407
ORD00000371,PROD00000371,Books,302.12,USER00000371,City23,51,Female,Credit Card,Express,41.16,0,0.5272586652915301
ORD00000373,PROD00000373,Electronics,126.57,USER00000373,City97,51,Female,Gift Card,Express,42.49,1,0.5427718096756095
ORD00000374,PROD00000374,Books,479.19,USER00000374,City44,39,Male,Debit Card,Next-Day,49.37,0,0.5494522472343433
ORD00000375,PROD00000375,Clothing,425.24,USER00000375,City69,33,Male,Gift Card,Next-Day,32.36,1,0.5472910621751954
ORD00000376,PROD00000376,Clothing,363.54,USER00000376,City29,39,Female,Debit Card,Next-Day,46.68,1,0.5701750093873709
